MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
3/26/2022 9:27:47,4,3.86,0,FR3_reversed,Poke,Right,0,1,0,nan
3/26/2022 9:27:48,4,3.86,0,FR3_reversed,Poke,Right,1,1,0,nan
3/26/2022 9:28:52,4,3.87,0,FR3_reversed,Poke,Right,1,2,0,nan
3/26/2022 9:29:12,4,3.87,0,FR3_reversed,Poke,Right,1,3,0,nan
3/26/2022 9:29:29,4,3.87,3,FR3_reversed,Pellet,Right,1,3,1,2
3/26/2022 9:30:46,4,3.88,0,FR3_reversed,Poke,Right,1,4,1,nan
3/26/2022 9:32:10,4,3.87,0,FR3_reversed,Poke,Right,1,5,1,nan
3/26/2022 9:32:12,4,3.87,0,FR3_reversed,Poke,Right,2,5,1,nan
3/26/2022 9:32:31,4,3.87,0,FR3_reversed,Poke,Right,2,6,1,nan
3/26/2022 9:32:43,4,3.86,2,FR3_reversed,Pellet,Right,2,6,2,5
3/26/2022 9:34:20,4,3.87,0,FR3_reversed,Poke,Right,3,6,2,nan
3/26/2022 9:36:06,4,3.87,0,FR3_reversed,Poke,Right,3,7,2,nan
3/26/2022 9:36:08,4,3.87,0,FR3_reversed,Poke,Right,3,8,2,nan
3/26/2022 9:39:22,4,3.87,0,FR3_reversed,Poke,Right,3,9,2,nan
3/26/2022 9:39:33,4,3.86,2,FR3_reversed,Pellet,Right,3,9,3,1
3/26/2022 9:42:00,4,3.87,0,FR3_reversed,Poke,Right,3,10,3,nan
3/26/2022 9:42:38,4,3.86,0,FR3_reversed,Poke,Right,3,11,3,nan
3/26/2022 9:42:41,4,3.86,0,FR3_reversed,Poke,Right,4,11,3,nan
3/26/2022 9:42:54,4,3.86,0,FR3_reversed,Poke,Right,4,12,3,nan
3/26/2022 9:43:05,4,3.86,2,FR3_reversed,Pellet,Right,4,12,4,1
3/26/2022 9:45:29,4,3.86,0,FR3_reversed,Poke,Right,5,12,4,nan
3/26/2022 9:45:53,4,3.86,0,FR3_reversed,Poke,Right,6,12,4,nan
3/26/2022 9:45:55,4,3.86,0,FR3_reversed,Poke,Right,7,12,4,nan
3/26/2022 9:45:59,4,3.87,0,FR3_reversed,Poke,Right,7,13,4,nan
3/26/2022 9:46:01,4,3.86,0,FR3_reversed,Poke,Right,7,14,4,nan
3/26/2022 9:46:03,4,3.87,0,FR3_reversed,Poke,Right,7,15,4,nan
3/26/2022 9:46:24,4,3.87,3,FR3_reversed,Pellet,Right,7,15,5,7
3/26/2022 9:47:04,4,3.86,0,FR3_reversed,Poke,Right,7,16,5,nan
3/26/2022 9:54:48,4,3.87,0,FR3_reversed,Poke,Right,7,17,5,nan
3/26/2022 9:54:51,4,3.86,0,FR3_reversed,Poke,Right,7,18,5,nan
3/26/2022 9:55:03,4,3.86,2,FR3_reversed,Pellet,Right,7,18,6,2
3/26/2022 9:55:25,4,3.86,0,FR3_reversed,Poke,Right,8,18,6,nan
3/26/2022 9:55:28,4,3.85,0,FR3_reversed,Poke,Right,8,19,6,nan
3/26/2022 9:55:29,4,3.86,0,FR3_reversed,Poke,Right,8,20,6,nan
3/26/2022 9:55:33,4,3.86,0,FR3_reversed,Poke,Right,8,21,6,nan
3/26/2022 9:55:46,4,3.86,2,FR3_reversed,Pellet,Right,8,21,7,2
3/26/2022 9:56:02,4,3.87,0,FR3_reversed,Poke,Right,8,22,7,nan
3/26/2022 9:56:06,4,3.87,0,FR3_reversed,Poke,Right,8,23,7,nan
3/26/2022 9:56:40,4,3.87,0,FR3_reversed,Poke,Right,8,24,7,nan
3/26/2022 9:56:55,4,3.85,2,FR3_reversed,Pellet,Right,8,24,8,5
3/26/2022 10:05:42,4,3.86,0,FR3_reversed,Poke,Right,8,25,8,nan
3/26/2022 10:05:46,4,3.86,0,FR3_reversed,Poke,Right,8,26,8,nan
3/26/2022 10:05:47,4,3.86,0,FR3_reversed,Poke,Right,8,27,8,nan
3/26/2022 10:05:59,4,3.86,2,FR3_reversed,Pellet,Right,8,27,9,3
3/26/2022 10:06:58,4,3.86,0,FR3_reversed,Poke,Right,9,27,9,nan
3/26/2022 10:07:01,4,3.86,0,FR3_reversed,Poke,Right,9,28,9,nan
3/26/2022 10:07:12,4,3.86,0,FR3_reversed,Poke,Right,9,29,9,nan
3/26/2022 10:07:13,4,3.86,0,FR3_reversed,Poke,Right,9,30,9,nan
3/26/2022 10:07:39,4,3.86,3,FR3_reversed,Pellet,Right,9,30,10,9
3/26/2022 10:10:36,4,3.86,0,FR3_reversed,Poke,Right,9,31,10,nan
3/26/2022 10:10:43,4,3.86,0,FR3_reversed,Poke,Right,9,32,10,nan
3/26/2022 10:10:49,4,3.86,0,FR3_reversed,Poke,Right,9,33,10,nan
3/26/2022 10:11:01,4,3.85,1,FR3_reversed,Pellet,Right,9,33,11,5
3/26/2022 10:13:45,4,3.86,0,FR3_reversed,Poke,Right,10,33,11,nan
3/26/2022 10:13:48,4,3.86,0,FR3_reversed,Poke,Right,10,34,11,nan
3/26/2022 10:13:55,4,3.86,0,FR3_reversed,Poke,Right,10,35,11,nan
3/26/2022 10:13:59,4,3.85,0,FR3_reversed,Poke,Right,10,36,11,nan
3/26/2022 10:14:15,4,3.85,2,FR3_reversed,Pellet,Right,10,36,12,5
3/26/2022 10:16:31,4,3.85,0,FR3_reversed,Poke,Right,10,37,12,nan
3/26/2022 10:16:36,4,3.86,0,FR3_reversed,Poke,Right,10,38,12,nan
3/26/2022 10:16:48,4,3.86,0,FR3_reversed,Poke,Right,10,39,12,nan
3/26/2022 10:17:01,4,3.85,1,FR3_reversed,Pellet,Right,10,39,13,7
3/26/2022 10:20:57,4,3.86,0,FR3_reversed,Poke,Right,10,40,13,nan
3/26/2022 10:26:52,4,3.86,0,FR3_reversed,Poke,Right,10,41,13,nan
3/26/2022 10:27:05,4,3.86,0,FR3_reversed,Poke,Right,10,42,13,nan
3/26/2022 10:27:22,4,3.85,2,FR3_reversed,Pellet,Right,10,42,14,6
3/26/2022 10:35:26,4,3.86,0,FR3_reversed,Poke,Right,10,43,14,nan
3/26/2022 10:35:33,4,3.86,0,FR3_reversed,Poke,Right,10,44,14,nan
3/26/2022 10:35:48,4,3.85,0,FR3_reversed,Poke,Right,10,45,14,nan
3/26/2022 10:36:02,4,3.85,2,FR3_reversed,Pellet,Right,10,45,15,3
3/26/2022 10:49:28,4,3.85,0,FR3_reversed,Poke,Right,10,46,15,nan
3/26/2022 10:49:34,4,3.85,0,FR3_reversed,Poke,Right,10,47,15,nan
3/26/2022 10:49:35,4,3.85,0,FR3_reversed,Poke,Right,10,48,15,nan
3/26/2022 10:49:50,4,3.85,2,FR3_reversed,Pellet,Right,10,48,16,5
3/26/2022 10:58:02,4,3.85,0,FR3_reversed,Poke,Right,10,49,16,nan
3/26/2022 10:58:15,4,3.85,0,FR3_reversed,Poke,Right,10,50,16,nan
3/26/2022 10:58:19,4,3.85,0,FR3_reversed,Poke,Right,10,51,16,nan
3/26/2022 10:58:31,4,3.85,2,FR3_reversed,Pellet,Right,10,51,17,3
3/26/2022 10:58:59,4,3.85,0,FR3_reversed,Poke,Right,10,52,17,nan
3/26/2022 11:16:32,4,3.85,0,FR3_reversed,Poke,Right,10,53,17,nan
3/26/2022 11:16:34,4,3.85,0,FR3_reversed,Poke,Right,10,54,17,nan
3/26/2022 11:16:46,4,3.85,2,FR3_reversed,Pellet,Right,10,54,18,6
3/26/2022 11:17:10,4,3.86,0,FR3_reversed,Poke,Right,10,55,18,nan
3/26/2022 11:17:18,4,3.85,0,FR3_reversed,Poke,Right,10,56,18,nan
3/26/2022 11:17:19,4,3.85,0,FR3_reversed,Poke,Right,10,57,18,nan
3/26/2022 11:17:43,4,3.85,3,FR3_reversed,Pellet,Right,10,57,19,9
3/26/2022 11:19:02,4,3.85,0,FR3_reversed,Poke,Right,10,58,19,nan
3/26/2022 11:19:27,4,3.85,0,FR3_reversed,Poke,Right,10,59,19,nan
3/26/2022 11:19:28,4,3.85,0,FR3_reversed,Poke,Right,10,60,19,nan
3/26/2022 11:19:41,4,3.85,1,FR3_reversed,Pellet,Right,10,60,20,5
3/26/2022 11:19:58,4,3.85,0,FR3_reversed,Poke,Right,11,60,20,nan
3/26/2022 11:20:01,4,3.85,0,FR3_reversed,Poke,Right,11,61,20,nan
3/26/2022 11:20:46,4,3.85,0,FR3_reversed,Poke,Right,11,62,20,nan
3/26/2022 11:20:48,4,3.85,0,FR3_reversed,Poke,Right,11,63,20,nan
3/26/2022 11:21:01,4,3.84,2,FR3_reversed,Pellet,Right,11,63,21,3
3/26/2022 11:23:05,4,3.85,0,FR3_reversed,Poke,Right,11,64,21,nan
3/26/2022 11:23:06,4,3.85,0,FR3_reversed,Poke,Right,11,65,21,nan
3/26/2022 11:23:09,4,3.85,0,FR3_reversed,Poke,Right,11,66,21,nan
3/26/2022 11:23:26,4,3.85,2,FR3_reversed,Pellet,Right,11,66,22,8
3/26/2022 11:30:06,4,3.85,0,FR3_reversed,Poke,Right,11,67,22,nan
3/26/2022 11:30:07,4,3.85,0,FR3_reversed,Poke,Right,11,68,22,nan
3/26/2022 11:30:09,4,3.85,0,FR3_reversed,Poke,Right,11,69,22,nan
3/26/2022 11:30:21,4,3.85,2,FR3_reversed,Pellet,Right,11,69,23,4
3/26/2022 11:47:11,4,3.85,0,FR3_reversed,Poke,Right,11,70,23,nan
3/26/2022 11:47:13,4,3.85,0,FR3_reversed,Poke,Right,11,71,23,nan
3/26/2022 11:47:17,4,3.85,0,FR3_reversed,Poke,Right,11,72,23,nan
3/26/2022 11:47:32,4,3.85,2,FR3_reversed,Pellet,Right,11,72,24,5
3/26/2022 11:49:05,4,3.85,0,FR3_reversed,Poke,Right,12,72,24,nan
3/26/2022 11:49:07,4,3.85,0,FR3_reversed,Poke,Right,12,73,24,nan
3/26/2022 11:49:10,4,3.85,0,FR3_reversed,Poke,Right,12,74,24,nan
3/26/2022 11:49:12,4,3.85,0,FR3_reversed,Poke,Right,12,75,24,nan
3/26/2022 11:49:26,4,3.85,2,FR3_reversed,Pellet,Right,12,75,25,6
3/26/2022 11:51:07,4,3.85,0,FR3_reversed,Poke,Right,12,76,25,nan
3/26/2022 11:51:11,4,3.85,0,FR3_reversed,Poke,Right,13,76,25,nan
3/26/2022 11:51:13,4,3.85,0,FR3_reversed,Poke,Right,13,77,25,nan
3/26/2022 11:51:19,4,3.85,0,FR3_reversed,Poke,Right,13,78,25,nan
3/26/2022 11:51:32,4,3.85,2,FR3_reversed,Pellet,Right,13,78,26,3
3/26/2022 11:54:41,4,3.85,0,FR3_reversed,Poke,Right,13,79,26,nan
3/26/2022 11:58:04,4,3.84,0,FR3_reversed,Poke,Right,13,80,26,nan
3/26/2022 11:58:05,4,3.85,0,FR3_reversed,Poke,Right,13,81,26,nan
3/26/2022 11:58:13,4,3.73,1,FR3_reversed,Pellet,Right,13,81,27,1
3/26/2022 11:58:41,4,3.85,0,FR3_reversed,Poke,Right,13,82,27,nan
3/26/2022 11:58:45,4,3.85,0,FR3_reversed,Poke,Right,13,83,27,nan
3/26/2022 11:58:48,4,3.85,0,FR3_reversed,Poke,Right,13,84,27,nan
3/26/2022 11:59:01,4,3.85,2,FR3_reversed,Pellet,Right,13,84,28,2
3/26/2022 11:59:59,4,3.85,0,FR3_reversed,Poke,Right,14,84,28,nan
3/26/2022 12:00:06,4,3.85,0,FR3_reversed,Poke,Right,14,85,28,nan
3/26/2022 12:00:08,4,3.85,0,FR3_reversed,Poke,Right,14,86,28,nan
3/26/2022 12:00:19,4,3.85,0,FR3_reversed,Poke,Right,14,87,28,nan
3/26/2022 12:00:34,4,3.84,2,FR3_reversed,Pellet,Right,14,87,29,5
3/26/2022 12:01:54,4,3.85,0,FR3_reversed,Poke,Right,14,88,29,nan
3/26/2022 12:02:05,4,3.85,0,FR3_reversed,Poke,Right,14,89,29,nan
3/26/2022 12:02:06,4,3.84,0,FR3_reversed,Poke,Right,14,90,29,nan
3/26/2022 12:02:25,4,3.83,3,FR3_reversed,Pellet,Right,14,90,30,3
3/26/2022 12:04:09,4,3.85,0,FR3_reversed,Poke,Right,15,90,30,nan
3/26/2022 12:04:19,4,3.84,0,FR3_reversed,Poke,Right,15,91,30,nan
3/26/2022 12:04:25,4,3.85,0,FR3_reversed,Poke,Right,15,92,30,nan
3/26/2022 12:04:29,4,3.85,0,FR3_reversed,Poke,Right,15,93,30,nan
3/26/2022 12:04:42,4,3.84,2,FR3_reversed,Pellet,Right,15,93,31,3
3/26/2022 12:11:37,4,3.85,0,FR3_reversed,Poke,Right,15,94,31,nan
3/26/2022 12:11:38,4,3.85,0,FR3_reversed,Poke,Right,15,95,31,nan
3/26/2022 12:11:41,4,3.84,0,FR3_reversed,Poke,Right,15,96,31,nan
3/26/2022 12:11:53,4,3.84,2,FR3_reversed,Pellet,Right,15,96,32,4
3/26/2022 12:13:06,4,3.85,0,FR3_reversed,Poke,Right,15,97,32,nan
3/26/2022 12:13:08,4,3.84,0,FR3_reversed,Poke,Right,15,98,32,nan
3/26/2022 12:13:09,4,3.84,0,FR3_reversed,Poke,Right,15,99,32,nan
3/26/2022 12:13:21,4,3.84,2,FR3_reversed,Pellet,Right,15,99,33,4
3/26/2022 12:13:47,4,3.85,0,FR3_reversed,Poke,Right,15,100,33,nan
3/26/2022 12:13:50,4,3.85,0,FR3_reversed,Poke,Right,15,101,33,nan
