MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
3/26/2022 9:21:24,45,3.87,0,FR3_reversed,Poke,Right,0,1,0,nan
3/26/2022 9:21:25,45,3.86,0,FR3_reversed,Poke,Right,1,1,0,nan
3/26/2022 9:22:13,45,3.87,0,FR3_reversed,Poke,Right,2,1,0,nan
3/26/2022 9:22:16,45,3.87,0,FR3_reversed,Poke,Right,2,2,0,nan
3/26/2022 9:23:02,45,3.86,0,FR3_reversed,Poke,Right,3,2,0,nan
3/26/2022 9:23:04,45,3.86,0,FR3_reversed,Poke,Right,3,3,0,nan
3/26/2022 9:23:15,45,3.86,2,FR3_reversed,Pellet,Right,3,3,1,3
3/26/2022 9:23:44,45,3.86,0,FR3_reversed,Poke,Right,3,4,1,nan
3/26/2022 9:25:58,45,3.87,0,FR3_reversed,Poke,Right,3,5,1,nan
3/26/2022 9:26:37,45,3.86,0,FR3_reversed,Poke,Right,4,5,1,nan
3/26/2022 9:27:55,45,3.86,0,FR3_reversed,Poke,Right,4,6,1,nan
3/26/2022 9:28:11,45,3.86,3,FR3_reversed,Pellet,Right,4,6,2,2
3/26/2022 9:29:55,45,3.86,0,FR3_reversed,Poke,Right,4,7,2,nan
3/26/2022 9:30:34,45,3.86,0,FR3_reversed,Poke,Right,5,7,2,nan
3/26/2022 9:30:47,45,3.87,0,FR3_reversed,Poke,Right,5,8,2,nan
3/26/2022 9:31:16,45,3.86,0,FR3_reversed,Poke,Right,5,9,2,nan
3/26/2022 9:31:31,45,3.87,3,FR3_reversed,Pellet,Right,5,9,3,2
3/26/2022 9:32:26,45,3.87,0,FR3_reversed,Poke,Right,6,9,3,nan
3/26/2022 9:34:56,45,3.87,0,FR3_reversed,Poke,Right,6,10,3,nan
3/26/2022 9:35:26,45,3.86,0,FR3_reversed,Poke,Right,6,11,3,nan
3/26/2022 9:35:35,45,3.87,0,FR3_reversed,Poke,Right,6,12,3,nan
3/26/2022 9:35:56,45,3.86,2,FR3_reversed,Pellet,Right,6,12,4,12
3/26/2022 9:36:18,45,3.86,0,FR3_reversed,Poke,Right,6,13,4,nan
3/26/2022 9:37:21,45,3.86,0,FR3_reversed,Poke,Right,7,13,4,nan
3/26/2022 9:37:53,45,3.86,0,FR3_reversed,Poke,Right,8,13,4,nan
3/26/2022 9:40:45,45,3.85,0,FR3_reversed,Poke,Right,9,13,4,nan
3/26/2022 9:40:47,45,3.87,0,FR3_reversed,Poke,Right,9,14,4,nan
3/26/2022 9:40:56,45,3.85,0,FR3_reversed,Poke,Right,9,15,4,nan
3/26/2022 9:41:11,45,3.86,3,FR3_reversed,Pellet,Right,9,15,5,3
3/26/2022 9:42:20,45,3.86,0,FR3_reversed,Poke,Right,9,16,5,nan
3/26/2022 9:42:24,45,3.86,0,FR3_reversed,Poke,Right,9,17,5,nan
3/26/2022 9:42:29,45,3.87,0,FR3_reversed,Poke,Right,9,18,5,nan
3/26/2022 9:42:34,45,3.86,1,FR3_reversed,Pellet,Right,9,18,6,2
3/26/2022 9:44:34,45,3.86,0,FR3_reversed,Poke,Right,10,18,6,nan
3/26/2022 9:44:37,45,3.86,0,FR3_reversed,Poke,Right,10,19,6,nan
3/26/2022 9:44:56,45,3.85,0,FR3_reversed,Poke,Right,10,20,6,nan
3/26/2022 9:46:52,45,3.86,0,FR3_reversed,Poke,Right,10,21,6,nan
3/26/2022 9:46:58,45,3.87,1,FR3_reversed,Pellet,Right,10,21,7,1
3/26/2022 9:48:01,45,3.87,0,FR3_reversed,Poke,Right,11,21,7,nan
3/26/2022 9:48:02,45,3.86,0,FR3_reversed,Poke,Right,11,22,7,nan
3/26/2022 9:48:04,45,3.86,0,FR3_reversed,Poke,Right,11,23,7,nan
3/26/2022 9:48:08,45,3.86,0,FR3_reversed,Poke,Right,11,24,7,nan
3/26/2022 9:48:24,45,3.85,2,FR3_reversed,Pellet,Right,11,24,8,7
3/26/2022 9:53:43,45,3.85,0,FR3_reversed,Poke,Right,11,25,8,nan
3/26/2022 9:53:51,45,3.86,0,FR3_reversed,Poke,Right,11,26,8,nan
3/26/2022 9:54:31,45,3.86,0,FR3_reversed,Poke,Right,12,26,8,nan
3/26/2022 9:54:37,45,3.85,0,FR3_reversed,Poke,Right,12,27,8,nan
3/26/2022 9:54:51,45,3.85,3,FR3_reversed,Pellet,Right,12,27,9,2
3/26/2022 10:00:35,45,3.86,0,FR3_reversed,Poke,Right,13,27,9,nan
3/26/2022 10:00:39,45,3.85,0,FR3_reversed,Poke,Right,14,27,9,nan
3/26/2022 10:00:41,45,3.86,0,FR3_reversed,Poke,Right,14,28,9,nan
3/26/2022 10:01:45,45,3.86,0,FR3_reversed,Poke,Right,14,29,9,nan
3/26/2022 10:02:44,45,3.85,0,FR3_reversed,Poke,Right,14,30,9,nan
3/26/2022 10:03:03,45,3.85,2,FR3_reversed,Pellet,Right,14,30,10,9
3/26/2022 10:03:46,45,3.86,0,FR3_reversed,Poke,Right,14,31,10,nan
3/26/2022 10:09:41,45,3.85,0,FR3_reversed,Poke,Right,14,32,10,nan
3/26/2022 10:09:49,45,3.86,0,FR3_reversed,Poke,Right,14,33,10,nan
3/26/2022 10:10:07,45,3.86,2,FR3_reversed,Pellet,Right,14,33,11,8
3/26/2022 10:10:35,45,3.86,0,FR3_reversed,Poke,Right,14,34,11,nan
3/26/2022 10:10:37,45,3.86,0,FR3_reversed,Poke,Right,14,35,11,nan
3/26/2022 10:10:45,45,3.86,0,FR3_reversed,Poke,Right,14,36,11,nan
3/26/2022 10:11:04,45,3.85,3,FR3_reversed,Pellet,Right,14,36,12,7
3/26/2022 10:11:47,45,3.86,0,FR3_reversed,Poke,Right,15,36,12,nan
3/26/2022 10:13:05,45,3.85,0,FR3_reversed,Poke,Right,15,37,12,nan
3/26/2022 10:13:09,45,3.85,0,FR3_reversed,Poke,Right,15,38,12,nan
3/26/2022 10:13:21,45,3.86,0,FR3_reversed,Poke,Right,15,39,12,nan
3/26/2022 10:13:43,45,3.85,2,FR3_reversed,Pellet,Right,15,39,13,9
3/26/2022 10:16:02,45,3.85,0,FR3_reversed,Poke,Right,15,40,13,nan
3/26/2022 10:17:53,45,3.86,0,FR3_reversed,Poke,Right,15,41,13,nan
3/26/2022 10:20:33,45,3.86,0,FR3_reversed,Poke,Right,15,42,13,nan
3/26/2022 10:20:50,45,3.85,2,FR3_reversed,Pellet,Right,15,42,14,5
3/26/2022 10:24:02,45,3.86,0,FR3_reversed,Poke,Right,16,42,14,nan
3/26/2022 10:24:36,45,3.85,0,FR3_reversed,Poke,Right,16,43,14,nan
3/26/2022 10:25:03,45,3.85,0,FR3_reversed,Poke,Right,16,44,14,nan
3/26/2022 10:26:35,45,3.85,0,FR3_reversed,Poke,Right,16,45,14,nan
3/26/2022 10:26:52,45,3.85,2,FR3_reversed,Pellet,Right,16,45,15,7
3/26/2022 10:29:54,45,3.85,0,FR3_reversed,Poke,Right,16,46,15,nan
3/26/2022 10:31:43,45,3.85,0,FR3_reversed,Poke,Right,16,47,15,nan
3/26/2022 10:33:43,45,3.86,0,FR3_reversed,Poke,Right,16,48,15,nan
3/26/2022 10:33:59,45,3.86,3,FR3_reversed,Pellet,Right,16,48,16,1
3/26/2022 10:38:00,45,3.86,0,FR3_reversed,Poke,Right,17,48,16,nan
3/26/2022 10:38:03,45,3.85,0,FR3_reversed,Poke,Right,17,49,16,nan
3/26/2022 10:38:09,45,3.85,0,FR3_reversed,Poke,Right,17,50,16,nan
3/26/2022 10:38:15,45,3.85,0,FR3_reversed,Poke,Right,17,51,16,nan
3/26/2022 10:38:32,45,3.85,3,FR3_reversed,Pellet,Right,17,51,17,5
3/26/2022 10:39:36,45,3.85,0,FR3_reversed,Poke,Right,17,52,17,nan
3/26/2022 10:39:41,45,3.86,0,FR3_reversed,Poke,Right,17,53,17,nan
3/26/2022 10:39:47,45,3.85,0,FR3_reversed,Poke,Right,17,54,17,nan
3/26/2022 10:40:07,45,3.85,2,FR3_reversed,Pellet,Right,17,54,18,11
3/26/2022 10:50:11,45,3.85,0,FR3_reversed,Poke,Right,17,55,18,nan
3/26/2022 10:59:04,45,3.85,0,FR3_reversed,Poke,Right,17,56,18,nan
3/26/2022 10:59:09,45,3.86,0,FR3_reversed,Poke,Right,17,57,18,nan
3/26/2022 10:59:29,45,3.85,3,FR3_reversed,Pellet,Right,17,57,19,6
3/26/2022 11:00:00,45,3.85,0,FR3_reversed,Poke,Right,17,58,19,nan
3/26/2022 11:00:05,45,3.85,0,FR3_reversed,Poke,Right,17,59,19,nan
3/26/2022 11:00:09,45,3.85,0,FR3_reversed,Poke,Right,17,60,19,nan
3/26/2022 11:00:13,45,3.85,1,FR3_reversed,Pellet,Right,17,60,20,1
3/26/2022 11:00:47,45,3.85,0,FR3_reversed,Poke,Right,17,61,20,nan
3/26/2022 11:00:48,45,3.85,0,FR3_reversed,Poke,Right,17,62,20,nan
3/26/2022 11:00:55,45,3.85,0,FR3_reversed,Poke,Right,17,63,20,nan
3/26/2022 11:01:12,45,3.85,2,FR3_reversed,Pellet,Right,17,63,21,7
3/26/2022 11:08:07,45,3.85,0,FR3_reversed,Poke,Right,17,64,21,nan
3/26/2022 11:08:12,45,3.85,0,FR3_reversed,Poke,Right,17,65,21,nan
3/26/2022 11:08:16,45,3.85,0,FR3_reversed,Poke,Right,17,66,21,nan
3/26/2022 11:08:38,45,3.85,2,FR3_reversed,Pellet,Right,17,66,22,15
3/26/2022 11:09:14,45,3.85,0,FR3_reversed,Poke,Right,17,67,22,nan
3/26/2022 11:09:20,45,3.85,0,FR3_reversed,Poke,Right,17,68,22,nan
3/26/2022 11:09:24,45,3.85,0,FR3_reversed,Poke,Right,17,69,22,nan
3/26/2022 11:09:48,45,3.85,5,FR3_reversed,Pellet,Right,17,69,23,1
3/26/2022 11:11:05,45,3.85,0,FR3_reversed,Poke,Right,17,70,23,nan
3/26/2022 11:11:10,45,3.85,0,FR3_reversed,Poke,Right,17,71,23,nan
3/26/2022 11:21:57,45,3.85,0,FR3_reversed,Poke,Right,18,71,23,nan
3/26/2022 11:22:02,45,3.86,0,FR3_reversed,Poke,Right,18,72,23,nan
3/26/2022 11:22:20,45,3.85,2,FR3_reversed,Pellet,Right,18,72,24,11
3/26/2022 11:22:49,45,3.85,0,FR3_reversed,Poke,Right,18,73,24,nan
3/26/2022 11:22:53,45,3.85,0,FR3_reversed,Poke,Right,18,74,24,nan
3/26/2022 11:22:58,45,3.85,0,FR3_reversed,Poke,Right,18,75,24,nan
3/26/2022 11:23:13,45,3.85,3,FR3_reversed,Pellet,Right,18,75,25,2
3/26/2022 11:27:18,45,3.85,0,FR3_reversed,Poke,Right,19,75,25,nan
3/26/2022 11:27:19,45,3.85,0,FR3_reversed,Poke,Right,19,76,25,nan
3/26/2022 11:27:49,45,3.85,0,FR3_reversed,Poke,Right,20,76,25,nan
3/26/2022 11:27:51,45,3.85,0,FR3_reversed,Poke,Right,20,77,25,nan
3/26/2022 11:27:56,45,3.85,0,FR3_reversed,Poke,Right,20,78,25,nan
3/26/2022 11:28:12,45,3.85,3,FR3_reversed,Pellet,Right,20,78,26,1
3/26/2022 11:36:41,45,3.85,0,FR3_reversed,Poke,Right,20,79,26,nan
3/26/2022 11:36:44,45,3.85,0,FR3_reversed,Poke,Right,20,80,26,nan
3/26/2022 11:36:59,45,3.85,0,FR3_reversed,Poke,Right,20,81,26,nan
3/26/2022 11:37:15,45,3.85,3,FR3_reversed,Pellet,Right,20,81,27,3
3/26/2022 11:39:20,45,3.85,0,FR3_reversed,Poke,Right,20,82,27,nan
3/26/2022 11:39:33,45,3.85,0,FR3_reversed,Poke,Right,20,83,27,nan
3/26/2022 11:39:37,45,3.85,0,FR3_reversed,Poke,Right,20,84,27,nan
3/26/2022 11:39:42,45,3.85,1,FR3_reversed,Pellet,Right,20,84,28,1
3/26/2022 11:48:37,45,3.85,0,FR3_reversed,Poke,Right,21,84,28,nan
3/26/2022 11:48:40,45,3.85,0,FR3_reversed,Poke,Right,21,85,28,nan
3/26/2022 11:48:51,45,3.84,0,FR3_reversed,Poke,Right,21,86,28,nan
3/26/2022 11:49:03,45,3.85,0,FR3_reversed,Poke,Right,21,87,28,nan
3/26/2022 11:49:20,45,3.85,2,FR3_reversed,Pellet,Right,21,87,29,7
3/26/2022 11:49:59,45,3.85,0,FR3_reversed,Poke,Right,21,88,29,nan
3/26/2022 11:50:05,45,3.85,0,FR3_reversed,Poke,Right,21,89,29,nan
3/26/2022 11:50:09,45,3.85,0,FR3_reversed,Poke,Right,21,90,29,nan
3/26/2022 11:50:22,45,3.85,2,FR3_reversed,Pellet,Right,21,90,30,3
3/26/2022 11:51:03,45,3.85,0,FR3_reversed,Poke,Right,21,91,30,nan
3/26/2022 11:51:05,45,3.85,0,FR3_reversed,Poke,Right,21,92,30,nan
3/26/2022 11:51:14,45,3.85,0,FR3_reversed,Poke,Right,21,93,30,nan
3/26/2022 11:51:22,45,3.85,1,FR3_reversed,Pellet,Right,21,93,31,4
3/26/2022 11:51:52,45,3.85,0,FR3_reversed,Poke,Right,21,94,31,nan
3/26/2022 11:53:15,45,3.85,0,FR3_reversed,Poke,Right,21,95,31,nan
3/26/2022 11:53:21,45,3.85,0,FR3_reversed,Poke,Right,21,96,31,nan
3/26/2022 11:53:37,45,3.85,3,FR3_reversed,Pellet,Right,21,96,32,5
3/26/2022 11:56:19,45,3.85,0,FR3_reversed,Poke,Right,21,97,32,nan
3/26/2022 11:56:43,45,3.85,0,FR3_reversed,Poke,Right,22,97,32,nan
3/26/2022 11:56:45,45,3.85,0,FR3_reversed,Poke,Right,22,98,32,nan
3/26/2022 12:04:04,45,3.85,0,FR3_reversed,Poke,Right,22,99,32,nan
3/26/2022 12:04:24,45,3.84,2,FR3_reversed,Pellet,Right,22,99,33,13
3/26/2022 12:08:18,45,3.85,0,FR3_reversed,Poke,Right,22,100,33,nan
3/26/2022 12:08:27,45,3.84,0,FR3_reversed,Poke,Right,23,100,33,nan
3/26/2022 12:09:41,45,3.85,0,FR3_reversed,Poke,Right,24,100,33,nan
3/26/2022 12:09:42,45,3.85,0,FR3_reversed,Poke,Right,24,101,33,nan
3/26/2022 12:09:46,45,3.85,0,FR3_reversed,Poke,Right,24,102,33,nan
3/26/2022 12:10:06,45,3.84,2,FR3_reversed,Pellet,Right,24,102,34,10
3/26/2022 12:10:44,45,3.85,0,FR3_reversed,Poke,Right,24,103,34,nan
3/26/2022 12:10:56,45,3.84,0,FR3_reversed,Poke,Right,24,104,34,nan
3/26/2022 12:12:12,45,3.84,0,FR3_reversed,Poke,Right,24,105,34,nan
3/26/2022 12:12:18,45,3.84,1,FR3_reversed,Pellet,Right,24,105,35,1
3/26/2022 12:12:56,45,3.85,0,FR3_reversed,Poke,Right,25,105,35,nan
3/26/2022 12:13:00,45,3.84,0,FR3_reversed,Poke,Right,25,106,35,nan
3/26/2022 12:13:15,45,3.85,0,FR3_reversed,Poke,Right,25,107,35,nan
3/26/2022 12:13:21,45,3.85,0,FR3_reversed,Poke,Right,25,108,35,nan
3/26/2022 12:13:38,45,3.84,2,FR3_reversed,Pellet,Right,25,108,36,6
3/26/2022 12:15:03,45,3.85,0,FR3_reversed,Poke,Right,25,109,36,nan
3/26/2022 12:15:11,45,3.85,0,FR3_reversed,Poke,Right,25,110,36,nan
3/26/2022 12:18:09,45,3.85,0,FR3_reversed,Poke,Right,25,111,36,nan
3/26/2022 12:18:26,45,3.84,2,FR3_reversed,Pellet,Right,25,111,37,7
3/26/2022 12:19:16,45,3.84,0,FR3_reversed,Poke,Right,25,112,37,nan
3/26/2022 12:19:19,45,3.85,0,FR3_reversed,Poke,Right,25,113,37,nan
3/26/2022 12:19:25,45,3.84,0,FR3_reversed,Poke,Right,25,114,37,nan
3/26/2022 12:19:33,45,3.83,1,FR3_reversed,Pellet,Right,25,114,38,1
3/26/2022 12:20:04,45,3.84,0,FR3_reversed,Poke,Right,26,114,38,nan
3/26/2022 12:20:05,45,3.85,0,FR3_reversed,Poke,Right,27,114,38,nan
3/26/2022 12:20:19,45,3.84,0,FR3_reversed,Poke,Right,28,114,38,nan
3/26/2022 12:20:22,45,3.84,0,FR3_reversed,Poke,Right,28,115,38,nan
3/26/2022 12:20:27,45,3.85,0,FR3_reversed,Poke,Right,28,116,38,nan
3/26/2022 12:20:31,45,3.84,0,FR3_reversed,Poke,Right,28,117,38,nan
3/26/2022 12:20:47,45,3.85,2,FR3_reversed,Pellet,Right,28,117,39,7
3/26/2022 12:41:16,45,3.84,0,FR3_reversed,Poke,Right,28,118,39,nan
3/26/2022 12:41:18,45,3.85,0,FR3_reversed,Poke,Right,28,119,39,nan
3/26/2022 12:41:22,45,3.85,0,FR3_reversed,Poke,Right,28,120,39,nan
3/26/2022 12:41:36,45,3.83,2,FR3_reversed,Pellet,Right,28,120,40,7
3/26/2022 12:42:25,45,3.84,0,FR3_reversed,Poke,Right,28,121,40,nan
3/26/2022 12:42:27,45,3.84,0,FR3_reversed,Poke,Right,28,122,40,nan
3/26/2022 12:42:30,45,3.84,0,FR3_reversed,Poke,Right,28,123,40,nan
3/26/2022 12:42:47,45,3.84,2,FR3_reversed,Pellet,Right,28,123,41,9
3/26/2022 12:43:21,45,3.84,0,FR3_reversed,Poke,Right,28,124,41,nan
3/26/2022 12:43:24,45,3.84,0,FR3_reversed,Poke,Right,28,125,41,nan
3/26/2022 12:43:29,45,3.84,0,FR3_reversed,Poke,Right,28,126,41,nan
3/26/2022 12:43:46,45,3.84,2,FR3_reversed,Pellet,Right,28,126,42,8
3/26/2022 12:45:53,45,3.84,0,FR3_reversed,Poke,Right,28,127,42,nan
3/26/2022 12:45:59,45,3.84,0,FR3_reversed,Poke,Right,28,128,42,nan
3/26/2022 12:46:02,45,3.84,0,FR3_reversed,Poke,Right,28,129,42,nan
3/26/2022 12:46:24,45,3.84,2,FR3_reversed,Pellet,Right,28,129,43,12
3/26/2022 12:52:37,45,3.84,0,FR3_reversed,Poke,Right,28,130,43,nan
3/26/2022 12:57:23,45,3.84,0,FR3_reversed,Poke,Right,29,130,43,nan
3/26/2022 12:57:25,45,3.84,0,FR3_reversed,Poke,Right,29,131,43,nan
3/26/2022 12:59:05,45,3.84,0,FR3_reversed,Poke,Right,29,132,43,nan
3/26/2022 12:59:22,45,3.83,2,FR3_reversed,Pellet,Right,29,132,44,7
3/26/2022 13:09:42,45,3.84,0,FR3_reversed,Poke,Right,29,133,44,nan
3/26/2022 13:09:48,45,3.84,0,FR3_reversed,Poke,Right,29,134,44,nan
3/26/2022 13:09:52,45,3.84,0,FR3_reversed,Poke,Right,29,135,44,nan
3/26/2022 13:10:05,45,3.84,2,FR3_reversed,Pellet,Right,29,135,45,3
3/26/2022 13:10:42,45,3.84,0,FR3_reversed,Poke,Right,29,136,45,nan
3/26/2022 13:10:43,45,3.84,0,FR3_reversed,Poke,Right,29,137,45,nan
3/26/2022 13:17:10,45,3.84,0,FR3_reversed,Poke,Right,29,138,45,nan
3/26/2022 13:17:28,45,3.83,3,FR3_reversed,Pellet,Right,29,138,46,6
3/26/2022 13:26:12,45,3.84,0,FR3_reversed,Poke,Right,29,139,46,nan
