MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
3/14/2022 9:30:30,39,3.78,0,1,Poke,Left,0,1,0,nan
3/14/2022 9:30:31,39,3.78,0,1,Poke,Left,1,1,0,nan
3/14/2022 9:32:03,39,3.78,1,1,Pellet,Left,1,1,1,1
3/14/2022 9:33:52,39,3.78,0,1,Poke,Left,2,1,1,nan
3/14/2022 9:34:04,39,3.78,2,1,Pellet,Left,2,1,2,4
3/14/2022 9:37:37,39,3.78,0,1,Poke,Left,3,1,2,nan
3/14/2022 9:37:49,39,3.78,2,1,Pellet,Left,3,1,3,4
3/14/2022 9:38:27,39,3.78,0,1,Poke,Left,4,1,3,nan
3/14/2022 9:38:38,39,3.78,2,1,Pellet,Left,4,1,4,3
3/14/2022 9:39:58,39,3.78,0,1,Poke,Left,5,1,4,nan
3/14/2022 9:40:11,39,3.78,2,1,Pellet,Left,5,1,5,3
3/14/2022 9:42:49,39,3.78,0,1,Poke,Left,6,1,5,nan
3/14/2022 9:43:00,39,3.78,2,1,Pellet,Left,6,1,6,4
3/14/2022 9:44:01,39,3.78,0,1,Poke,Left,7,1,6,nan
3/14/2022 9:44:28,39,3.77,3,1,Pellet,Left,7,1,7,11
3/14/2022 9:45:07,39,3.77,0,1,Poke,Left,8,1,7,nan
3/14/2022 9:45:19,39,3.78,2,1,Pellet,Left,8,1,8,5
3/14/2022 9:48:29,39,3.78,0,1,Poke,Left,9,1,8,nan
3/14/2022 9:48:45,39,3.78,2,1,Pellet,Left,9,1,9,7
3/14/2022 9:51:42,39,3.78,0,1,Poke,Left,10,1,9,nan
3/14/2022 9:51:56,39,3.77,2,1,Pellet,Left,10,1,10,3
3/14/2022 9:52:44,39,3.78,0,1,Poke,Left,10,2,10,nan
3/14/2022 9:52:57,39,3.78,0,1,Poke,Left,11,2,10,nan
3/14/2022 9:53:10,39,3.78,2,1,Pellet,Left,11,2,11,3
3/14/2022 9:55:06,39,3.78,0,1,Poke,Left,12,2,11,nan
3/14/2022 9:55:20,39,3.78,2,1,Pellet,Left,12,2,12,3
3/14/2022 10:00:28,39,3.78,0,1,Poke,Left,13,2,12,nan
3/14/2022 10:00:46,39,3.77,2,1,Pellet,Left,13,2,13,10
3/14/2022 10:01:36,39,3.78,0,1,Poke,Left,14,2,13,nan
3/14/2022 10:01:53,39,3.78,2,1,Pellet,Left,14,2,14,7
3/14/2022 10:02:38,39,3.77,0,1,Poke,Left,15,2,14,nan
3/14/2022 10:02:45,39,3.78,1,1,Pellet,Left,15,2,15,2
3/14/2022 10:03:01,39,3.78,0,1,Poke,Left,16,2,15,nan
3/14/2022 10:03:08,39,3.78,1,1,Pellet,Left,16,2,16,2
3/14/2022 10:05:11,39,3.77,0,1,Poke,Left,16,3,16,nan
3/14/2022 10:05:29,39,3.77,0,1,Poke,Left,16,4,16,nan
3/14/2022 10:05:32,39,3.78,0,1,Poke,Left,16,5,16,nan
3/14/2022 10:05:34,39,3.78,0,1,Poke,Left,16,6,16,nan
3/14/2022 10:05:37,39,3.77,0,1,Poke,Left,17,6,16,nan
3/14/2022 10:05:45,39,3.76,1,1,Pellet,Left,17,6,17,2
3/14/2022 10:06:51,39,3.77,0,1,Poke,Left,18,6,17,nan
3/14/2022 10:06:58,39,3.77,1,1,Pellet,Left,18,6,18,2
3/14/2022 10:09:17,39,3.78,0,1,Poke,Left,19,6,18,nan
3/14/2022 10:09:25,39,3.77,1,1,Pellet,Left,19,6,19,3
