MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
3/14/2022 9:35:26,25,3.80,0,1,Poke,Left,0,1,0,nan
3/14/2022 9:35:27,25,3.80,0,1,Poke,Left,1,1,0,nan
3/14/2022 9:36:40,25,3.80,1,1,Pellet,Left,1,1,1,20
3/14/2022 9:37:19,25,3.80,0,1,Poke,Left,2,1,1,nan
3/14/2022 9:37:27,25,3.80,1,1,Pellet,Left,2,1,2,2
3/14/2022 9:37:41,25,3.80,0,1,Poke,Left,3,1,2,nan
3/14/2022 9:37:56,25,3.80,3,1,Pellet,Left,3,1,3,1
3/14/2022 9:39:55,25,3.80,0,1,Poke,Left,4,1,3,nan
3/14/2022 9:40:01,25,3.79,1,1,Pellet,Left,4,1,4,1
3/14/2022 9:40:14,25,3.80,0,1,Poke,Left,5,1,4,nan
3/14/2022 9:40:30,25,3.80,3,1,Pellet,Left,5,1,5,1
3/14/2022 9:41:05,25,3.79,0,1,Poke,Left,6,1,5,nan
3/14/2022 9:41:23,25,3.80,2,1,Pellet,Left,6,1,6,9
3/14/2022 9:42:16,25,3.80,0,1,Poke,Left,7,1,6,nan
3/14/2022 9:42:31,25,3.80,2,1,Pellet,Left,7,1,7,5
3/14/2022 9:43:58,25,3.80,0,1,Poke,Left,8,1,7,nan
3/14/2022 9:44:16,25,3.80,2,1,Pellet,Left,8,1,8,9
3/14/2022 9:45:28,25,3.80,0,1,Poke,Left,9,1,8,nan
3/14/2022 9:45:44,25,3.80,2,1,Pellet,Left,9,1,9,6
3/14/2022 9:47:28,25,3.80,0,1,Poke,Left,10,1,9,nan
3/14/2022 9:47:47,25,3.79,2,1,Pellet,Left,10,1,10,9
3/14/2022 9:50:14,25,3.80,0,1,Poke,Left,11,1,10,nan
3/14/2022 9:50:27,25,3.80,2,1,Pellet,Left,11,1,11,2
3/14/2022 9:51:23,25,3.79,0,1,Poke,Left,11,2,11,nan
3/14/2022 9:51:32,25,3.79,0,1,Poke,Left,12,2,11,nan
3/14/2022 9:51:48,25,3.79,2,1,Pellet,Left,12,2,12,7
3/14/2022 9:52:32,25,3.80,0,1,Poke,Left,13,2,12,nan
3/14/2022 9:52:52,25,3.79,2,1,Pellet,Left,13,2,13,10
3/14/2022 9:53:42,25,3.78,0,1,Poke,Left,14,2,13,nan
3/14/2022 9:54:04,25,3.79,2,1,Pellet,Left,14,2,14,11
3/14/2022 9:56:27,25,3.79,0,1,Poke,Left,14,3,14,nan
3/14/2022 9:56:33,25,3.79,0,1,Poke,Left,15,3,14,nan
3/14/2022 9:58:11,25,3.79,2,1,Pellet,Left,15,3,15,88
3/14/2022 10:01:14,25,3.79,0,1,Poke,Left,16,3,15,nan
3/14/2022 10:01:34,25,3.79,2,1,Pellet,Left,16,3,16,10
3/14/2022 10:02:23,25,3.79,0,1,Poke,Left,17,3,16,nan
3/14/2022 10:02:29,25,3.78,1,1,Pellet,Left,17,3,17,1
3/14/2022 10:03:05,25,3.80,0,1,Poke,Left,18,3,17,nan
3/14/2022 10:03:32,25,3.79,2,1,Pellet,Left,18,3,18,16
3/14/2022 10:04:30,25,3.79,0,1,Poke,Left,19,3,18,nan
3/14/2022 10:04:36,25,3.79,1,1,Pellet,Left,19,3,19,1
3/14/2022 10:04:59,25,3.80,0,1,Poke,Left,19,4,19,nan
3/14/2022 10:05:01,25,3.78,0,1,Poke,Left,19,5,19,nan
3/14/2022 10:05:16,25,3.79,0,1,Poke,Left,20,5,19,nan
3/14/2022 10:05:42,25,3.78,4,1,Pellet,Left,20,5,20,9
3/14/2022 10:06:30,25,3.79,0,1,Poke,Left,21,5,20,nan
3/14/2022 10:06:37,25,3.79,1,1,Pellet,Left,21,5,21,2
3/14/2022 10:07:21,25,3.78,0,1,Poke,Left,22,5,21,nan
3/14/2022 10:07:27,25,3.79,1,1,Pellet,Left,22,5,22,1
3/14/2022 10:19:54,25,3.79,0,1,Poke,Left,22,6,22,nan
3/14/2022 10:20:09,25,3.79,0,1,Poke,Left,23,6,22,nan
3/14/2022 10:20:17,25,3.79,1,1,Pellet,Left,23,6,23,3
3/14/2022 10:22:03,25,3.78,0,1,Poke,Left,24,6,23,nan
3/14/2022 10:47:46,25,3.78,1,1,Pellet,Left,24,6,24,796
3/14/2022 10:47:51,25,3.78,0,1,Poke,Left,25,6,24,nan
3/14/2022 10:48:01,25,3.78,1,1,Pellet,Left,25,6,25,5
3/14/2022 10:55:54,25,3.78,0,1,Poke,Left,26,6,25,nan
3/14/2022 10:56:25,25,3.78,2,1,Pellet,Left,26,6,26,21
3/14/2022 10:57:09,25,3.78,0,1,Poke,Left,27,6,26,nan
3/14/2022 10:57:38,25,3.78,3,1,Pellet,Left,27,6,27,15
3/14/2022 10:58:15,25,3.78,0,1,Poke,Left,28,6,27,nan
3/14/2022 10:58:23,25,3.78,1,1,Pellet,Left,28,6,28,3
3/14/2022 11:02:23,25,3.78,0,1,Poke,Left,29,6,28,nan
3/14/2022 11:02:30,25,3.78,1,1,Pellet,Left,29,6,29,2
3/14/2022 11:06:14,25,3.78,0,1,Poke,Left,30,6,29,nan
3/14/2022 11:06:23,25,3.78,1,1,Pellet,Left,30,6,30,4
3/14/2022 11:07:04,25,3.78,0,1,Poke,Left,31,6,30,nan
3/14/2022 11:07:39,25,3.78,1,1,Pellet,Left,31,6,31,3
3/14/2022 11:16:47,25,3.78,0,1,Poke,Left,31,7,31,nan
3/14/2022 11:16:57,25,3.78,0,1,Poke,Left,31,8,31,nan
3/14/2022 11:17:00,25,3.78,0,1,Poke,Left,31,9,31,nan
3/14/2022 11:17:02,25,3.78,0,1,Poke,Left,31,10,31,nan
3/14/2022 11:17:04,25,3.78,0,1,Poke,Left,31,11,31,nan
3/14/2022 11:17:06,25,3.78,0,1,Poke,Left,31,12,31,nan
3/14/2022 11:17:08,25,3.78,0,1,Poke,Left,31,13,31,nan
3/14/2022 11:17:09,25,3.78,0,1,Poke,Left,31,14,31,nan
3/14/2022 11:17:24,25,3.78,0,1,Poke,Left,31,15,31,nan
3/14/2022 11:17:25,25,3.78,0,1,Poke,Left,31,16,31,nan
3/14/2022 11:17:31,25,3.78,0,1,Poke,Left,32,16,31,nan
3/14/2022 11:17:56,25,3.78,2,1,Pellet,Left,32,16,32,16
3/14/2022 11:18:43,25,3.78,0,1,Poke,Left,33,16,32,nan
3/14/2022 11:19:11,25,3.78,2,1,Pellet,Left,33,16,33,17
3/14/2022 11:19:52,25,3.78,0,1,Poke,Left,34,16,33,nan
3/14/2022 11:20:22,25,3.77,2,1,Pellet,Left,34,16,34,19
3/14/2022 11:21:07,25,3.78,0,1,Poke,Left,34,17,34,nan
3/14/2022 11:21:17,25,3.78,0,1,Poke,Left,35,17,34,nan
3/14/2022 11:21:36,25,3.78,2,1,Pellet,Left,35,17,35,11
3/14/2022 11:22:32,25,3.78,0,1,Poke,Left,36,17,35,nan
3/14/2022 11:23:01,25,3.77,2,1,Pellet,Left,36,17,36,20
3/14/2022 11:30:09,25,3.78,0,1,Poke,Left,37,17,36,nan
3/14/2022 11:30:31,25,3.77,3,1,Pellet,Left,37,17,37,9
3/14/2022 11:41:50,25,3.77,0,1,Poke,Left,37,18,37,nan
3/14/2022 11:41:51,25,3.78,0,1,Poke,Left,37,19,37,nan
3/14/2022 11:41:57,25,3.78,0,1,Poke,Left,38,19,37,nan
3/14/2022 11:42:17,25,3.77,4,1,Pellet,Left,38,19,38,2
3/14/2022 11:43:38,25,3.77,0,1,Poke,Left,39,19,38,nan
3/14/2022 11:44:07,25,3.77,4,1,Pellet,Left,39,19,39,15
3/14/2022 11:47:04,25,3.77,0,1,Poke,Left,39,20,39,nan
3/14/2022 11:47:06,25,3.78,0,1,Poke,Left,39,21,39,nan
3/14/2022 11:47:09,25,3.78,0,1,Poke,Left,39,22,39,nan
3/14/2022 11:47:11,25,3.78,0,1,Poke,Left,39,23,39,nan
3/14/2022 11:47:15,25,3.78,0,1,Poke,Left,40,23,39,nan
3/14/2022 11:47:40,25,3.77,2,1,Pellet,Left,40,23,40,15
3/14/2022 11:48:47,25,3.77,0,1,Poke,Left,41,23,40,nan
3/14/2022 11:48:53,25,3.77,1,1,Pellet,Left,41,23,41,1
3/14/2022 12:06:38,25,3.77,0,1,Poke,Left,42,23,41,nan
