MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
3/14/2022 8:49:52,33,3.84,0,1,Poke,Left,0,1,0,nan
3/14/2022 8:49:53,33,3.85,0,1,Poke,Left,1,1,0,nan
3/14/2022 8:52:00,33,3.84,1,1,Pellet,Left,1,1,1,2
3/14/2022 8:52:54,33,3.84,0,1,Poke,Left,1,2,1,nan
3/14/2022 8:53:41,33,3.84,0,1,Poke,Left,2,2,1,nan
3/14/2022 8:53:57,33,3.83,3,1,Pellet,Left,2,2,2,2
3/14/2022 8:55:03,33,3.84,0,1,Poke,Left,3,2,2,nan
3/14/2022 8:55:10,33,3.83,1,1,Pellet,Left,3,2,3,1
3/14/2022 8:55:36,33,3.84,0,1,Poke,Left,4,2,3,nan
3/14/2022 8:55:42,33,3.83,1,1,Pellet,Left,4,2,4,1
3/14/2022 8:55:58,33,3.84,0,1,Poke,Left,5,2,4,nan
3/14/2022 8:56:11,33,3.83,2,1,Pellet,Left,5,2,5,3
3/14/2022 8:56:53,33,3.84,0,1,Poke,Left,5,3,5,nan
3/14/2022 8:56:58,33,3.84,0,1,Poke,Left,6,3,5,nan
3/14/2022 8:59:49,33,3.83,1,1,Pellet,Left,6,3,6,165
3/14/2022 9:00:34,33,3.84,0,1,Poke,Left,7,3,6,nan
3/14/2022 9:00:40,33,3.83,1,1,Pellet,Left,7,3,7,1
3/14/2022 9:00:56,33,3.84,0,1,Poke,Left,8,3,7,nan
3/14/2022 9:02:08,33,3.84,1,1,Pellet,Left,8,3,8,67
3/14/2022 9:04:32,33,3.84,0,1,Poke,Left,9,3,8,nan
3/14/2022 9:04:51,33,3.83,2,1,Pellet,Left,9,3,9,9
3/14/2022 9:05:58,33,3.85,0,1,Poke,Left,10,3,9,nan
3/14/2022 9:06:08,33,3.84,1,1,Pellet,Left,10,3,10,4
3/14/2022 9:06:20,33,3.83,0,1,Poke,Left,11,3,10,nan
3/14/2022 9:06:28,33,3.83,1,1,Pellet,Left,11,3,11,2
3/14/2022 9:07:25,33,3.83,0,1,Poke,Left,12,3,11,nan
3/14/2022 9:07:30,33,3.84,1,1,Pellet,Left,12,3,12,1
3/14/2022 9:13:13,33,3.84,0,1,Poke,Left,13,3,12,nan
3/14/2022 9:13:30,33,3.84,2,1,Pellet,Left,13,3,13,9
3/14/2022 9:14:39,33,3.83,0,1,Poke,Left,13,4,13,nan
3/14/2022 9:14:53,33,3.84,0,1,Poke,Left,14,4,13,nan
3/14/2022 9:15:09,33,3.83,2,1,Pellet,Left,14,4,14,7
3/14/2022 9:18:59,33,3.84,0,1,Poke,Left,15,4,14,nan
3/14/2022 9:19:16,33,3.83,2,1,Pellet,Left,15,4,15,8
3/14/2022 9:21:56,33,3.83,0,1,Poke,Left,16,4,15,nan
3/14/2022 9:23:49,33,3.83,2,1,Pellet,Left,16,4,16,103
3/14/2022 9:24:08,33,3.84,0,1,Poke,Left,17,4,16,nan
3/14/2022 9:24:15,33,3.83,1,1,Pellet,Left,17,4,17,1
3/14/2022 9:31:19,33,3.84,0,1,Poke,Left,18,4,17,nan
3/14/2022 9:34:20,33,3.83,1,1,Pellet,Left,18,4,18,2
3/14/2022 10:09:36,33,3.83,0,1,Poke,Left,19,4,18,nan
3/14/2022 10:09:53,33,3.83,2,1,Pellet,Left,19,4,19,8
3/14/2022 10:10:17,33,3.83,0,1,Poke,Left,20,4,19,nan
3/14/2022 10:11:06,33,3.83,8,1,Pellet,Left,20,4,20,8
3/14/2022 10:11:48,33,3.83,0,1,Poke,Left,20,5,20,nan
3/14/2022 10:12:37,33,3.83,0,1,Poke,Left,21,5,20,nan
3/14/2022 10:12:43,33,3.83,1,1,Pellet,Left,21,5,21,1
3/14/2022 10:14:46,33,3.83,0,1,Poke,Left,21,6,21,nan
3/14/2022 10:14:51,33,3.83,0,1,Poke,Left,21,7,21,nan
3/14/2022 10:14:55,33,3.83,0,1,Poke,Left,21,8,21,nan
3/14/2022 10:15:01,33,3.83,0,1,Poke,Left,22,8,21,nan
3/14/2022 10:15:07,33,3.83,1,1,Poke,Left,22,8,22,nan
3/14/2022 10:20:13,33,3.83,0,1,Poke,Left,23,8,22,nan
3/14/2022 10:22:29,33,3.82,2,1,Pellet,Left,23,8,23,127
3/14/2022 10:25:41,33,3.84,0,1,Poke,Left,24,8,23,nan
3/14/2022 10:25:48,33,3.83,1,1,Pellet,Left,24,8,24,2
3/14/2022 10:47:09,33,3.83,0,1,Poke,Left,25,8,24,nan
3/14/2022 10:47:31,33,3.82,3,1,Pellet,Left,25,8,25,7
3/14/2022 10:48:10,33,3.83,0,1,Poke,Left,26,8,25,nan
3/14/2022 10:48:16,33,3.83,1,1,Pellet,Left,26,8,26,1
3/14/2022 10:48:51,33,3.83,0,1,Poke,Left,27,8,26,nan
3/14/2022 10:49:08,33,3.83,2,1,Pellet,Left,27,8,27,7
